userid
2632094
1638302
1175371
1137891
916687
1926595
1932504
1892682
2161622
614133
1719572
1552892
202980
168515
224603
916852
463068
2556296
94373
233202
1046881
869996
309208
1417785
2401943
2647260
2640435
1661612
1847229
1948446
1909185
847611
22010
1291965
1452482
1453030
1369568
795505
2357706
492516
1067053
2044004
59051
30829
188480
735318
2112679
2619598
866106
1817914
2245326
1009580
908058
1422514
2292648
349440
2065108
666412
932686
749613
212428
1893486
2270326
1195959
725262
232557
859983
840843
1256433
774189
618513
652781
1570935
1981270
2293589
1821329
920668
2021677
492584
1490738
2674160
281179
454491
175315
2567691
580964
478536
2049414
1204074
225895
621241
125695
2174985
1818805
2447106
626882
1994704
372274
2509632
256224
2421355
1293291
404725
769327
125086
925147
136377
652809
713675
1606008
372280
1672661
123663
116703
1003766
512121
641429
1419030
284184
2227731
1725584
2119115
1057461
1156388
998824
209893
302097
1994400
387347
1700675
519278
1904221
2242415
717369
1709437
1093726
532171
766324
1235635
2150197
1934085
1634952
1885974
1299891
11816
2724943
1821199
693549
836728
2114712
2541336
2194180
1364593
1598687
102600
357906
1364057
1599824
1853942
863568
1384754
1327197
1401878
1182600
1676910
622015
2530873
439012
2441834
1245436
90268
1921755
914192
1312722
704701
2267866
1631193
2214586
2213889
1755253
1397103
2017657
2383896
467749
230544
670405
2685441
947542
24649
2114943
2085476
123915
963683
17377
1390259
497705
1528903
1336557
1221304
1657017
2036936
503746
1315941
930404
2321989
444115
127564
368520
2585477
1119940
1544883
2629972
2661668
1274713
464243
2447964
1699341
1065050
1529481
444978
1945186
2668892
2588143
1847283
1188128
607093
864866
2488406
2415710
1392908
1374307
2293600
2329537
1130343
1972552
154451
2236373
766004
308062
2628433
2207537
263856
21826
2152339
504255
1360639
714342
30200
982849
2119537
1681890
2530545
2199626
1206957
1574269
1399106
1496736
1161630
1843406
711505
1790566
1919560
2560691
61074
840285
2289012
297847
1057554
1121733
1018139
2027693
1597442
2483458
1103641
2030252
224349
821132
1939397
467762
2677464
509580
722544
1000139
1534854
2190893
1987193
303858
394309
2465609
2333198
2244155
1565545
2451840
581965
2297939
1350635
2090028
698342
870955
2006858
1978687
69601
555210
1319818
317292
593287
1909662
1634096
1040397
2189849
1036929
2038297
558242
901531
268282
1879429
896332
761592
927499
1622048
52763
2238164
1848180
1581461
1034353
1364787
1730854
2362791
713097
145332
505725
721791
2722397
2643639
2717344
2040498
1114190
854491
33409
1963203
1311975
138682
1511371
1639404
2144021
431372
190927
1960037
2217995
1066605
1985962
184691
1161750
1468728
1163775
2030532
123068
2413730
200174
482171
1043045
149134
956817
176070
122071
344887
1653206
1587366
1155728
2501782
2306697
1644032
88388
1357054
1693271
1162038
2062316
518012
1130775
1338295
1408027
944209
1808319
1682451
1442178
1369618
2683695
22956
2135393
1832798
694129
1370164
2088015
1069559
988714
370432
1802142
1845971
2476550
31729
1667389
1320801
792475
2254735
2492961
271155
60776
2670564
688117
97284
1710480
2691359
675261
264781
2002854
2582725
1669893
1855452
215551
1036347
1389137
1570714
1095240
83208
2379071
1829141
1923352
1330393
2093429
795842
2141165
378212
2594037
1633950
354459
1276211
666006
557892
996264
1780531
390920
1284437
1802435
663240
724636
600904
465344
152727
137051
2308048
413006
188217
744029
765192
1907246
2720098
2372821
2007661
1682373
2538016
1032737
145937
1718275
2317371
2616741
967664
426158
1164758
2188429
2416702
197088
2296597
1772122
1570981
1440442
1552242
2379657
637217
904066
2627467
2640115
2101196
1172301
897941
855114
1927795
2347535
774662
496353
1034091
1851589
1037133
1292612
826202
2222303
2579334
376819
1328989
2634568
466132
2288329
118764
1930255
14514
598612
773466
2355288
455422
1375275
377243
2289814
2186726
2403177
2500311
294806
2711627
399361
2058890
2517125
2704665
549685
2629081
471577
2044824
2178868
1844445
2536947
823852
719335
325891
2361
419441
494895
1495627
2664314
1804913
1962180
2163391
2311628
849806
769189
841716
1383837
1770993
1733382
2192700
1734169
1654229
1939788
1964844
1285593
1259795
2150173
967293
689947
1861607
213143
2096117
2273649
1822680
2673480
965115
1854889
1467473
642695
2302849
902436
2110124
128276
2302194
1217745
2305550
1207376
1810439
1136736
756906
1358328
1252934
1604825
1028947
1729001
2273943
961531
312167
1112651
1809976
43819
543936
2420785
921614
1133735
448996
1541976
969680
2164351
299628
1310865
175395
1843146
2491111
669474
970271
2144734
97574
948628
1144477
1145390
1937374
1758892
1422107
2222578
2618492
4166
2038728
1365458
2262142
951699
93500
1443499
1070058
146213
1965926
721848
1632342
961746
1307657
691052
752847
51207
1147373
2078010
671918
774797
295819
544611
2641132
984150
950114
815460
2338766
769121
1976252
1839128
27024
1335661
1965668
887649
1423939
72361
1770565
1828085
2152144
802038
1065999
1977691
280572
2691242
84182
2372168
1146998
1340706
209125
1344691
1408086
1822488
1066657
2702740
566663
1531778
1246850
1577355
1018096
982597
1751438
802982
2582892
1819722
794534
108103
1543583
1388748
2025230
1222942
400685
1449500
22661
2517836
2731899
2244815
1228960
1998229
779339
743006
1020877
908801
2206646
712922
816550
429350
1070878
1311851
883605
2551318
2023220
72647
1857695
1784849
2410243
1605718
1806661
2567168
1357764
1116345
724101
2081887
1798952
1621536
1493159
2618329
579390
1439188
1246986
360762
1563278
1200802
1773956
1023338
1318873
1316007
1096700
2461736
421875
1521669
2499861
1090214
1157678
417973
1469833
373001
1158293
1623288
873614
2418811
2078873
749765
1130884
1446377
1146683
528097
2727324
2498932
2189853
252783
333211
1864254
2688777
1910070
2637928
463330
1526990
1401653
807175
1387906
2110391
2423353
2470215
1813708
2597054
845113
1988159
1591562
772506
1860283
806983
1430032
1385921
960218
258535
2682750
1948808
1221276
2601082
621148
2420814
1876284
1287762
2305717
771406
2274008
2560973
2312432
285621
1814698
2155740
1073239
1206516
864786
2067278
886430
1000361
1016006
1473068
2649485
624346
1113136
687784
906177
1236946
2279401
298429
612412
983128
151456
1085018
1549492
153213
1521469
2187093
146978
2369854
1302961
846127
834000
1449405
1969541
1221536
2332837
2588493
484436
2644193
1604584
2482245
879898
206045
2032315
2323958
1421600
2271868
2188939
206924
392469
1415639
2262670
2090682
1392545
827435
2540456
1700811
1055821
1994863
1595473
1888215
123258
1273116
1845917
2426030
2615057
228152
1553634
1147698
1781972
545408
1835807
2170160
1018627
1498136
1793110
863403
973754
2145054
1729116
1993013
2489991
1807692
1781988
1786698
451195
1143575
1272247
1354621
1526833
13431
2436231
1115195
1170911
1045804
1855457
1034633
1720696
2640810
910279
